"player","team","pos","gp","mp","gs","tot_fg","tot_fga","fg_pct","tot_3p","tot_3pa","3p_pct","tot_2p","tot_2pa","2p_pct","tot_ft","tot_fta","ft_pct","tot_orb","tot_trb","tot_ast","tot_stl","tot_blk","tot_tov","tot_pf","tot_pts","season","pg_fg","pg_fga","pg_fg_pct","pg_3p","pg_3pa","pg_3p_pct","pg_2p","pg_2pa","pg_2p_pct","pg_ft","pg_fta","pg_ft_pct","pg_orb","pg_trb","pg_ast","pg_stl","pg_blk","pg_tov","pg_pf","pg_pts","per","ts_pct","efg_pct","3par","ftr","orb_pct","trb_pct","ast_pct","stl_pct","blk_pct","tov_pct","usg_pct","ortg","drtg","ows","dws","ws","ws_40","fg_percent","avg_shot_dist","pct_shots_from_2","pct_shots_0_3","pct_shots_3-10","pct_shots_10_16","pct_shots_16_3p","pct_shots_from_3","fg_pct_from_2","fg_pct_0_3","fg_pct_3-10","fg_pct_10_16","fg_pct_16_3p","fg_pct_from_3","pct_of_twos_assisted","pct_of_threes_assisted","pct_of_threes_corner","fg_pct_corner_threes","plus_minus_on_court","plus_minus_net","bad_pass_turnovers","lost_ball_turnovers","shooting_fouls_committed","offensive_fouls_committed","shooting_fouls_drawn","offensive_fouls_drawn","points_generated_by_assists","and_1s_drawn","blocked_fgas"
"Nyree Roberts","WAS","C",8,62,0,6,10,0.6,0,0,NA,6,10,0.6,4,7,0.571,2,10,1,5,1,10,5,16,1999,0.8,1.3,0.6,0,0,NA,0.8,1.3,0.6,0.5,0.9,0.571,0.3,1.3,0.1,0.6,0.1,1.3,0.6,2,9.1,0.612,0.6,0,0.7,4.4,10.4,3.3,4.6,1.3,43.3,18.1,69,92,-0.2,0.1,-0.1,-0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Olympia Scott","DET","C",8,52,0,6,18,0.333,0,0,NA,6,18,0.333,4,6,0.667,3,12,3,0,3,5,14,16,1999,0.8,2.3,0.333,0,0,NA,0.8,2.3,0.333,0.5,0.8,0.667,0.4,1.5,0.4,0,0.4,0.6,1.8,2,5.7,0.388,0.333,0,0.333,6.9,14.6,11.7,0,4.8,19.5,23,76,96,-0.1,0.1,-0.1,-0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Markita Aldridge","WAS","G",29,272,0,25,54,0.463,6,12,0.5,19,42,0.452,7,22,0.318,8,24,28,9,4,27,30,63,2000,0.9,1.9,0.463,0.2,0.4,0.5,0.7,1.4,0.452,0.2,0.8,0.318,0.3,0.8,1,0.3,0.1,0.9,1,2.2,8.2,0.495,0.519,0.222,0.407,4.1,6.1,18.4,1.9,1.3,29.8,16.6,83,104,-0.3,0.1,-0.2,-0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keisha Anderson","WAS","G",30,434,9,29,68,0.426,3,8,0.375,26,60,0.433,14,18,0.778,12,46,75,25,3,47,53,75,2000,1,2.3,0.426,0.1,0.3,0.375,0.9,2,0.433,0.5,0.6,0.778,0.4,1.5,2.5,0.8,0.1,1.6,1.8,2.5,10.4,0.494,0.449,0.118,0.265,3.9,7.3,29.6,3.3,0.6,38.2,14.1,86,100,-0.2,0.4,0.2,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mery Andrade","CLE","F",32,797,18,89,195,0.456,27,75,0.36,62,120,0.517,60,80,0.75,32,95,75,41,10,65,91,265,2000,2.8,6.1,0.456,0.8,2.3,0.36,1.9,3.8,0.517,1.9,2.5,0.75,1,3,2.3,1.3,0.3,2,2.8,8.3,16,0.576,0.526,0.385,0.41,5.6,8.6,18.4,3,1.2,22,18.4,105,96,1.7,1.3,3,0.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Janeth Arcain","HOU","G",32,977,32,109,233,0.468,9,45,0.2,100,188,0.532,41,49,0.837,36,119,60,42,3,53,66,268,2000,3.4,7.3,0.468,0.3,1.4,0.2,3.1,5.9,0.532,1.3,1.5,0.837,1.1,3.7,1.9,1.3,0.1,1.7,2.1,8.4,13.5,0.526,0.487,0.193,0.21,5.4,8.3,10.7,2.5,0.3,17.2,15.6,103,94,1.5,1.9,3.4,0.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marlies Askamp","MIA","C",32,869,32,85,209,0.407,1,2,0.5,84,207,0.406,80,117,0.684,96,231,29,17,21,49,95,251,2000,2.7,6.5,0.407,0,0.1,0.5,2.6,6.5,0.406,2.5,3.7,0.684,3,7.2,0.9,0.5,0.7,1.5,3,7.8,15.1,0.482,0.409,0.01,0.56,14.1,18.3,8.3,1.2,2.3,15.8,17.8,99,93,1.1,1.7,2.8,0.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jennifer Azzi","UTA","G",15,559,15,47,104,0.452,10,24,0.417,37,80,0.463,40,43,0.93,5,41,92,12,5,28,43,144,2000,3.1,6.9,0.452,0.7,1.6,0.417,2.5,5.3,0.463,2.7,2.9,0.93,0.3,2.7,6.1,0.8,0.3,1.9,2.9,9.6,14.8,0.586,0.5,0.231,0.413,1.2,4.7,28.1,1.2,0.8,18.6,12.4,121,107,1.8,-0.1,1.7,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tricia Bader Binford","CLE","G",25,201,0,17,48,0.354,8,24,0.333,9,24,0.375,5,6,0.833,2,11,21,17,1,18,16,47,2000,0.7,1.9,0.354,0.3,1,0.333,0.4,1,0.375,0.2,0.2,0.833,0.1,0.4,0.8,0.7,0,0.7,0.6,1.9,10.6,0.464,0.438,0.5,0.125,1.4,3.9,19.4,5,0.5,26.2,17,85,94,-0.1,0.4,0.3,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhonda Banchero","SAC","C",9,21,0,2,7,0.286,0,2,0,2,5,0.4,2,4,0.5,2,3,1,0,0,2,3,6,2000,0.2,0.8,0.286,0,0.2,0,0.2,0.6,0.4,0.2,0.4,0.5,0.2,0.3,0.1,0,0,0.2,0.3,0.7,1.7,0.342,0.286,0.286,0.571,12,9.2,8.1,0,0,18.6,24,75,107,-0.1,0,-0.1,-0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adia Barnes","CLE","F",5,18,0,3,5,0.6,0,1,0,3,4,0.75,2,4,0.5,2,2,4,0,0,2,2,8,2000,0.6,1,0.6,0,0.2,0,0.6,0.8,0.75,0.4,0.8,0.5,0.4,0.4,0.8,0,0,0.4,0.4,1.6,22.1,0.592,0.6,0.2,0.8,15.6,8,48.8,0,0,22.8,24.2,113,106,0.1,0,0.1,0.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quacy Barnes","SEA","C",31,705,23,89,213,0.418,1,9,0.111,88,204,0.431,30,56,0.536,27,84,33,19,33,62,103,209,2000,2.9,6.9,0.418,0,0.3,0.111,2.8,6.6,0.431,1,1.8,0.536,0.9,2.7,1.1,0.6,1.1,2,3.3,6.7,8.7,0.44,0.42,0.042,0.263,5.1,8.6,12,1.6,4.4,20.7,21.9,78,100,-1.5,0.6,-0.9,-0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cass Bauer-Bilodeau","CHA","C",29,398,18,29,72,0.403,0,1,0,29,71,0.408,18,21,0.857,20,56,14,8,3,28,72,76,2000,1,2.5,0.403,0,0,0,1,2.4,0.408,0.6,0.7,0.857,0.7,1.9,0.5,0.3,0.1,1,2.5,2.6,4.5,0.468,0.403,0.014,0.292,6.7,9.5,6.3,1.2,0.6,25.6,13.4,83,110,-0.3,-0.2,-0.5,-0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tully Bevilaqua","POR","G",32,796,32,40,112,0.357,17,60,0.283,23,52,0.442,56,72,0.778,19,95,89,41,6,66,92,153,2000,1.3,3.5,0.357,0.5,1.9,0.283,0.7,1.6,0.442,1.8,2.3,0.778,0.6,3,2.8,1.3,0.2,2.1,2.9,4.8,10,0.532,0.433,0.536,0.643,3.3,8.2,21,2.9,0.7,31.5,12.6,93,99,0.2,0.9,1.1,0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jessica Bibby","NYL","G",17,69,0,3,18,0.167,2,6,0.333,1,12,0.083,11,13,0.846,3,5,11,3,0,12,9,19,2000,0.2,1.1,0.167,0.1,0.4,0.333,0.1,0.7,0.083,0.6,0.8,0.846,0.2,0.3,0.6,0.2,0,0.7,0.5,1.1,4.9,0.401,0.222,0.333,0.722,6,4.9,27.8,2.6,0,33.6,26.2,74,98,-0.3,0.1,-0.2,-0.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Debbie Black","MIA","G",32,820,32,57,150,0.38,9,42,0.214,48,108,0.444,29,42,0.69,23,92,98,58,1,50,86,152,2000,1.8,4.7,0.38,0.3,1.3,0.214,1.5,3.4,0.444,0.9,1.3,0.69,0.7,2.9,3.1,1.8,0,1.6,2.7,4.8,12,0.451,0.41,0.28,0.28,3.6,7.7,27.8,4.3,0.1,22.9,13.3,91,92,0.1,1.9,1.9,0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cindy Blodgett","SAC","G",20,133,0,20,50,0.4,8,28,0.286,12,22,0.545,4,6,0.667,1,9,3,8,1,13,9,52,2000,1,2.5,0.4,0.4,1.4,0.286,0.6,1.1,0.545,0.2,0.3,0.667,0.1,0.5,0.2,0.4,0.1,0.7,0.5,2.6,10.5,0.494,0.48,0.56,0.12,0.9,4.4,4.2,3.4,0.6,19.8,23.1,85,98,-0.1,0.2,0,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruthie Bolton","SAC","G",29,868,29,133,368,0.361,50,160,0.313,83,208,0.399,64,84,0.762,42,106,57,34,1,45,60,380,2000,4.6,12.7,0.361,1.7,5.5,0.313,2.9,7.2,0.399,2.2,2.9,0.762,1.4,3.7,2,1.2,0,1.6,2.1,13.1,16,0.469,0.429,0.435,0.228,6.1,7.9,12.4,2.2,0.1,10,24.2,104,101,2,0.7,2.8,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angie Braziel","CHA","F",22,203,3,19,49,0.388,0,0,NA,19,49,0.388,13,19,0.684,16,34,5,5,0,17,24,51,2000,0.9,2.2,0.388,0,0,NA,0.9,2.2,0.388,0.6,0.9,0.684,0.7,1.5,0.2,0.2,0,0.8,1.1,2.3,6.6,0.445,0.388,0,0.388,10.5,11.3,4.6,1.4,0,22.9,17.9,82,110,-0.2,-0.1,-0.4,-0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michelle Brogan","PHO","F",28,725,23,70,137,0.511,8,25,0.32,62,112,0.554,63,79,0.797,40,111,49,30,6,36,88,211,2000,2.5,4.9,0.511,0.3,0.9,0.32,2.2,4,0.554,2.3,2.8,0.797,1.4,4,1.8,1.1,0.2,1.3,3.1,7.5,16.6,0.614,0.54,0.182,0.577,7.8,10.6,12.8,2.4,0.8,17.3,14.6,118,97,2.4,1,3.4,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edwina Brown","DET","G-F",32,619,7,60,169,0.355,1,4,0.25,59,165,0.358,67,80,0.838,36,88,72,24,5,68,77,188,2000,1.9,5.3,0.355,0,0.1,0.25,1.8,5.2,0.358,2.1,2.5,0.838,1.1,2.8,2.3,0.8,0.2,2.1,2.4,5.9,10.8,0.46,0.358,0.024,0.473,7.6,9.3,20.1,2.1,0.7,25,20.1,89,103,-0.1,0.3,0.1,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rushia Brown","CLE","F",30,679,22,93,187,0.497,1,2,0.5,92,185,0.497,66,78,0.846,54,124,44,38,13,59,81,253,2000,3.1,6.2,0.497,0,0.1,0.5,3.1,6.2,0.497,2.2,2.6,0.846,1.8,4.1,1.5,1.3,0.4,2,2.7,8.4,18.7,0.572,0.5,0.011,0.417,11.2,13.1,13.4,3.3,1.8,21,20.5,105,94,1.6,1.3,3,0.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marla Brumfield","MIN","G",32,613,17,47,101,0.465,1,9,0.111,46,92,0.5,29,42,0.69,22,60,42,22,2,40,70,124,2000,1.5,3.2,0.465,0,0.3,0.111,1.4,2.9,0.5,0.9,1.3,0.69,0.7,1.9,1.3,0.7,0.1,1.3,2.2,3.9,8.4,0.519,0.47,0.089,0.416,4.9,6.8,13.1,2.1,0.3,25.1,12.9,93,100,0.2,0.6,0.8,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vicky Bullett","WAS","F",32,1094,32,143,294,0.486,11,34,0.324,132,260,0.508,45,63,0.714,61,183,42,64,47,58,88,342,2000,4.5,9.2,0.486,0.3,1.1,0.324,4.1,8.1,0.508,1.4,2,0.714,1.9,5.7,1.3,2,1.5,1.8,2.8,10.7,17.5,0.532,0.505,0.116,0.214,7.8,11.5,7.4,3.4,3.7,15.3,17.3,103,97,1.8,1.6,3.4,0.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Linda Burgess","SAC","F",5,41,0,3,15,0.2,0,0,NA,3,15,0.2,6,9,0.667,7,17,2,1,0,4,8,12,2000,0.6,3,0.2,0,0,NA,0.6,3,0.2,1.2,1.8,0.667,1.4,3.4,0.4,0.2,0,0.8,1.6,2.4,7.8,0.316,0.2,0,0.6,21.4,26.7,8,1.4,0,17.4,26.2,78,94,-0.1,0.1,0,-0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alisa Burras","POR","C",21,314,4,64,109,0.587,0,0,NA,64,109,0.587,31,41,0.756,20,74,6,3,7,36,36,159,2000,3,5.2,0.587,0,0,NA,3,5.2,0.587,1.5,2,0.756,1,3.5,0.3,0.1,0.3,1.7,1.7,7.6,19,0.626,0.587,0,0.376,8.7,16.3,5,0.5,2.1,22.1,24.8,99,99,0.5,0.3,0.8,0.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Latasha Byears","SAC","G-F",32,521,0,75,143,0.524,1,2,0.5,74,141,0.525,30,49,0.612,42,122,21,30,5,35,72,181,2000,2.3,4.5,0.524,0,0.1,0.5,2.3,4.4,0.525,0.9,1.5,0.612,1.3,3.8,0.7,0.9,0.2,1.1,2.3,5.7,17,0.55,0.528,0.014,0.343,10.1,15.1,7.5,3.3,0.8,17.5,17.9,104,94,1,1,2,0.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edna Campbell","SEA","G",16,510,16,84,215,0.391,13,49,0.265,71,166,0.428,41,58,0.707,8,34,37,19,4,40,35,222,2000,5.3,13.4,0.391,0.8,3.1,0.265,4.4,10.4,0.428,2.6,3.6,0.707,0.5,2.1,2.3,1.2,0.3,2.5,2.2,13.9,14.2,0.462,0.421,0.228,0.27,2.1,4.8,20.7,2.2,0.7,14.3,28.4,88,103,-0.3,0.3,0,-0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michelle Campbell","WAS","C",5,22,0,2,5,0.4,0,0,NA,2,5,0.4,2,2,1,0,2,1,0,1,3,2,6,2000,0.4,1,0.4,0,0,NA,0.4,1,0.4,0.4,0.4,1,0,0.4,0.2,0,0.2,0.6,0.4,1.2,4.7,0.51,0.4,0,0.4,0,6.3,8.1,0,3.9,33.8,20.1,74,105,-0.1,0,-0.1,-0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominique Canty","DET","G",28,784,27,83,203,0.409,0,5,0,83,198,0.419,91,131,0.695,31,70,82,49,5,51,64,257,2000,3,7.3,0.409,0,0.2,0,3,7.1,0.419,3.3,4.7,0.695,1.1,2.5,2.9,1.8,0.2,1.8,2.3,9.2,15.1,0.493,0.409,0.025,0.645,5.2,5.9,18.4,3.4,0.5,16.4,18.1,102,102,1.3,0.5,1.8,0.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jamie Cassidy","MIA","C",22,175,0,20,55,0.364,4,8,0.5,16,47,0.34,30,43,0.698,7,23,9,5,2,13,17,74,2000,0.9,2.5,0.364,0.2,0.4,0.5,0.7,2.1,0.34,1.4,2,0.698,0.3,1,0.4,0.2,0.1,0.6,0.8,3.4,15.5,0.501,0.4,0.145,0.782,5.1,9,13.3,1.7,1.1,15,24.8,99,96,0.3,0.3,0.6,0.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michelle Cleary","PHO","G",24,509,7,14,45,0.311,10,30,0.333,4,15,0.267,19,27,0.704,12,37,77,34,2,14,36,59,2000,0.6,1.9,0.311,0.4,1.3,0.333,0.2,0.6,0.267,0.8,1.1,0.704,0.5,1.5,3.2,1.4,0.1,0.6,1.5,2.5,13.3,0.519,0.422,0.667,0.6,3.3,5,25.3,3.9,0.4,19.8,7.1,121,97,1.1,0.8,1.8,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stacy Clinesmith","SAC","G",26,285,2,20,57,0.351,12,41,0.293,8,16,0.5,14,17,0.824,7,30,49,12,1,25,19,66,2000,0.8,2.2,0.351,0.5,1.6,0.293,0.3,0.6,0.5,0.5,0.7,0.824,0.3,1.2,1.9,0.5,0,1,0.7,2.5,12.9,0.512,0.456,0.719,0.298,3.1,6.8,28,2.4,0.3,27.9,14.7,100,100,0.4,0.3,0.6,0.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Katrina Colleton","MIA","F",32,873,32,103,293,0.352,5,21,0.238,98,272,0.36,53,70,0.757,15,63,50,27,7,65,65,264,2000,3.2,9.2,0.352,0.2,0.7,0.238,3.1,8.5,0.36,1.7,2.2,0.757,0.5,2,1.6,0.8,0.2,2,2,8.3,7.6,0.408,0.36,0.072,0.239,2.2,5,15,1.9,0.8,16.7,22.3,81,98,-1.3,1.1,-0.2,-0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cynthia Cooper*","HOU","G",31,1085,31,180,392,0.459,43,121,0.355,137,271,0.506,147,168,0.875,17,85,156,39,6,99,61,550,2000,5.8,12.6,0.459,1.4,3.9,0.355,4.4,8.7,0.506,4.7,5.4,0.875,0.5,2.7,5,1.3,0.2,3.2,2,17.7,23.4,0.59,0.514,0.309,0.429,2.3,5.3,27.5,2.1,0.5,17.5,25.8,114,96,5.2,1.8,7,0.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sylvia Crawley","POR","F",31,930,30,143,298,0.48,0,2,0,143,296,0.483,71,102,0.696,64,185,34,29,24,88,96,357,2000,4.6,9.6,0.48,0,0.1,0,4.6,9.5,0.483,2.3,3.3,0.696,2.1,6,1.1,0.9,0.8,2.8,3.1,11.5,14.6,0.521,0.48,0.007,0.342,9.4,13.7,8.5,1.8,2.4,20.4,22.2,93,99,0.4,1.1,1.5,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beth Cunningham","WAS","G",21,198,0,17,68,0.25,9,37,0.243,8,31,0.258,16,19,0.842,4,21,12,2,0,12,23,59,2000,0.8,3.2,0.25,0.4,1.8,0.243,0.4,1.5,0.258,0.8,0.9,0.842,0.2,1,0.6,0.1,0,0.6,1.1,2.8,5.5,0.386,0.316,0.544,0.279,2.8,7.3,10.7,0.6,0,13.6,22.2,84,106,-0.2,0,-0.2,-0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grace Daley","MIN","G",30,577,4,57,147,0.388,17,56,0.304,40,91,0.44,42,65,0.646,32,72,57,12,0,50,49,173,2000,1.9,4.9,0.388,0.6,1.9,0.304,1.3,3,0.44,1.4,2.2,0.646,1.1,2.4,1.9,0.4,0,1.7,1.6,5.8,11.2,0.493,0.446,0.381,0.442,7.6,8.7,19.7,1.2,0,22.2,19.4,94,102,0.3,0.4,0.7,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Helen Darling","CLE","G",32,556,0,47,150,0.313,13,38,0.342,34,112,0.304,48,65,0.738,24,63,65,37,5,67,52,155,2000,1.5,4.7,0.313,0.4,1.2,0.342,1.1,3.5,0.304,1.5,2,0.738,0.8,2,2,1.2,0.2,2.1,1.6,4.8,10.5,0.434,0.357,0.253,0.433,6.1,8.2,21.7,3.9,0.8,27.3,21.9,83,94,-0.8,1,0.3,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anna DeForge","DET","G",27,433,10,51,126,0.405,18,56,0.321,33,70,0.471,25,32,0.781,9,47,47,27,4,33,34,145,2000,1.9,4.7,0.405,0.7,2.1,0.321,1.2,2.6,0.471,0.9,1.2,0.781,0.3,1.7,1.7,1,0.1,1.2,1.3,5.4,15.2,0.518,0.476,0.444,0.254,2.7,7.1,19.5,3.4,0.7,19.1,18.2,100,100,0.6,0.4,1,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keitha Dickerson","MIN","F",32,791,29,54,142,0.38,0,2,0,54,140,0.386,34,45,0.756,31,141,59,37,2,70,107,142,2000,1.7,4.4,0.38,0,0.1,0,1.7,4.4,0.386,1.1,1.4,0.756,1,4.4,1.8,1.2,0.1,2.2,3.3,4.4,7.1,0.439,0.38,0.014,0.317,5.4,12.4,14,2.7,0.3,30.2,14.5,78,95,-1.2,1.4,0.2,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tamecka Dixon","LAS","G",31,882,31,132,291,0.454,12,34,0.353,120,257,0.467,62,77,0.805,34,105,96,40,10,60,86,338,2000,4.3,9.4,0.454,0.4,1.1,0.353,3.9,8.3,0.467,2,2.5,0.805,1.1,3.4,3.1,1.3,0.3,1.9,2.8,10.9,16.6,0.52,0.474,0.117,0.265,5,7.4,21,2.5,0.9,15.6,20.6,104,94,1.9,1.6,3.5,0.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cintia dos Santos","ORL","C",32,820,31,94,222,0.423,0,1,0,94,221,0.425,40,57,0.702,35,124,38,16,63,54,111,228,2000,2.9,6.9,0.423,0,0,0,2.9,6.9,0.425,1.3,1.8,0.702,1.1,3.9,1.2,0.5,2,1.7,3.5,7.1,11.8,0.461,0.423,0.005,0.257,5.6,10.1,8.8,1.1,6.6,17.9,18.1,90,100,-0.1,0.8,0.7,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Margo Dydek","UTA","C",32,775,32,105,236,0.445,2,14,0.143,103,222,0.464,82,103,0.796,29,175,51,18,96,82,114,294,2000,3.3,7.4,0.445,0.1,0.4,0.143,3.2,6.9,0.464,2.6,3.2,0.796,0.9,5.5,1.6,0.6,3,2.6,3.6,9.2,17.3,0.523,0.449,0.059,0.436,5.1,14.5,12.3,1.3,10.5,22.6,21.5,94,96,0.5,1.2,1.7,0.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
